No.	User	DL	UD	RD	PT	UP	PM	BL	UB	BM	UR	RM	IM	Total
1388	Nightmarishnight	0	0	0	1	0	0	0	0	0	0	0	0	1
1405	NodpiW	0	0	0	1	0	0	0	0	0	0	0	0	1
1430	Oldboy212	0	0	0	1	0	0	0	0	0	0	0	0	1
1469	Parthian Scribe	0	0	0	1	0	0	0	0	0	0	0	0	1
1491	Penader	0	0	0	1	0	0	0	0	0	0	0	0	1
1505	Petrb	0	0	0	1	0	0	0	0	0	0	0	0	1
1521	Piazzajordan2	0	0	0	1	0	0	0	0	0	0	0	0	1
1531	Plasticspork	0	0	0	0	0	0	0	0	0	0	1	0	1
1533	Please try again.	0	0	0	1	0	0	0	0	0	0	0	0	1
1536	Polaron	0	0	0	1	0	0	0	0	0	0	0	0	1
1552	Promethean	0	0	0	1	0	0	0	0	0	0	0	0	1
1562	Quell	0	0	0	1	0	0	0	0	0	0	0	0	1
1563	Quentinv57	1	0	0	0	0	0	0	0	0	0	0	0	1
1569	R-Con 9	0	0	0	1	0	0	0	0	0	0	0	0	1
1595	Raso mk	0	0	0	1	0	0	0	0	0	0	0	0	1
1599	Raymolayenie	0	0	0	1	0	0	0	0	0	0	0	0	1
1653	RobH	0	0	0	0	0	0	0	0	0	1	0	0	1
1659	Robin Patterson	0	0	0	0	0	0	1	0	0	0	0	0	1
1666	Rocky Road	0	0	0	1	0	0	0	0	0	0	0	0	1
1690	Rwiggum	0	0	0	1	0	0	0	0	0	0	0	0	1
1701	SD6-Agent	1	0	0	0	0	0	0	0	0	0	0	0	1
1708	Sadalmelik	0	0	0	1	0	0	0	0	0	0	0	0	1
1735	Sassygurl192	0	0	0	1	0	0	0	0	0	0	0	0	1
1748	Scipius	0	0	0	0	0	0	1	0	0	0	0	0	1
1749	Scjessey	0	0	0	1	0	0	0	0	0	0	0	0	1
1751	Scorpion0422	0	0	0	1	0	0	0	0	0	0	0	0	1
1774	Ser Amantio di Nicolao	0	0	0	0	0	0	0	0	0	0	1	0	1
1785	ShamelessAngel	0	0	0	1	0	0	0	0	0	0	0	0	1
1814	Sitthisoneout1	0	0	0	1	0	0	0	0	0	0	0	0	1
1849	Sortior	1	0	0	0	0	0	0	0	0	0	0	0	1
1879	SteveSims	0	0	0	1	0	0	0	0	0	0	0	0	1
1889	Stuffdoing	0	0	0	1	0	0	0	0	0	0	0	0	1
1891	Sub619	0	0	0	1	0	0	0	0	0	0	0	0	1
1922	Tbayer (WMF)	0	0	0	0	0	1	0	0	0	0	0	0	1
1931	Terrillja	0	0	0	1	0	0	0	0	0	0	0	0	1
1937	Thatcher131	0	1	0	0	0	0	0	0	0	0	0	0	1
1970	Therequiembellishere	0	0	0	1	0	0	0	0	0	0	0	0	1
2021	Trappist the monk	0	0	0	1	0	0	0	0	0	0	0	0	1
2033	Troy 07	0	0	0	1	0	0	0	0	0	0	0	0	1
2038	Typesships	0	0	0	1	0	0	0	0	0	0	0	0	1
2076	Vicky Lee	0	0	0	1	0	0	0	0	0	0	0	0	1
2096	Walter	0	0	0	0	0	0	1	0	0	0	0	0	1
2107	Werdna648	0	0	0	1	0	0	0	0	0	0	0	0	1
2123	Wikitanvir	1	0	0	0	0	0	0	0	0	0	0	0	1
2134	Wissel Wall	0	0	0	1	0	0	0	0	0	0	0	0	1
2137	Wneedham02	0	0	0	1	0	0	0	0	0	0	0	0	1
2141	Woooooooooop	0	0	0	1	0	0	0	0	0	0	0	0	1
2185	Zemaiteska	0	0	0	1	0	0	0	0	0	0	0	0	1
2200	自由华夏	0	0	0	1	0	0	0	0	0	0	0	0	1
