Date  Debt Held by the Public	Intragovernmental Holdings	Total Public Debt Outstanding
04/06/2011	9649960380158.64	4609801606721.02	14259761986879.66
04/07/2011	9652195544012.12	4612049982299.46	14264245526311.58
04/08/2011	9652196858759.48	4613186275260.05	14265383134019.53
04/11/2011	9652587224970.63	4615173314221.26	14267760539191.89
04/12/2011	9652592140320.38	4620401463297.06	14272993603617.44
04/13/2011	9652808590790.24	4611338768256.04	14264147359046.28
04/14/2011	9657636099303.31	4613156019881.58	14270792119184.89
04/15/2011	9679202714701.01	4626133866291.10	14305336580992.11
04/18/2011	9679522848142.48	4629636249735.17	14309159097877.65
04/19/2011	9680021693766.99	4640446861324.69	14320468555091.68
04/20/2011	9680052848645.78	4634743988389.98	14314796837035.76
04/21/2011	9650447904606.47	4640340756644.03	14290788661250.50
04/22/2011	9650617368582.25	4642625401772.57	14293242770354.82
04/25/2011	9650914438107.38	4648015582591.15	14298930020698.53
04/26/2011	9651121964676.35	4653288543049.75	14304410507726.10
04/27/2011	9648789481220.81	4646338344588.29	14295127825809.10
04/28/2011	9641079277378.41	4641518820162.34	14282598097540.75
04/29/2011	9654950165830.41	4632679886492.71	14287630052323.12
05/02/2011	9698020425418.20	4622629230674.40	14320649656092.60
05/03/2011	9698303861133.10	4633488579764.66	14331792440897.76
05/04/2011	9698384234058.33	4635429256577.71	14333813490636.04
05/05/2011	9680662997068.88	4641004190682.67	14321667187751.55
05/06/2011	9680750181123.70	4641936724436.31	14322686905560.01
05/09/2011	9681179453898.66	4644605091889.65	14325784545788.31
05/10/2011	9681417347166.90	4650105450714.71	14331522797881.61
05/11/2011	9681617664759.55	4640440091757.58	14322057756517.13
05/12/2011	9666109562809.12	4641689778754.69	14307799341563.81
05/13/2011	9666271678566.97	4642113503083.13	14308385181650.10
05/16/2011	9717694227528.65	4627843278273.80	14345537505802.45
05/17/2011	9708669803594.86	4636855058765.22	14345524862360.08
05/18/2011	9718512519012.13	4626999697976.90	14345512216989.03
05/19/2011	9716152725750.72	4629358121484.54	14345510847235.26
05/20/2011	9717285305168.49	4628213097570.29	14345498402738.78
05/23/2011	9716224504953.51	4629236562052.56	14345461067006.07
05/24/2011	9712166006111.72	4633282614630.08	14345448620741.80
05/25/2011	9722806787651.37	4622629386545.07	14345436174196.44
05/26/2011	9717578735257.76	4627861778721.61	14345440513979.37
05/27/2011	9717863843755.13	4627564361089.06	14345428204844.19
05/31/2011	9723456023743.74	4621212257467.27	14344668281211.01
06/01/2011	9736528968465.76	4608126997848.59	14344655966314.35
06/02/2011	9735616790661.91	4609089646379.59	14344706437041.50
06/03/2011	9741263236751.71	4603431155465.53	14344694392217.24
06/06/2011	9738557389966.16	4606100865260.68	14344658255226.84
06/07/2011	9734031249304.81	4610614959437.02	14344646208741.83
06/08/2011	9743261382320.32	4601372779544.67	14344634161864.99
06/09/2011	9750040419177.27	4594597730633.19	14344638149810.46
06/10/2011	9750131124994.24	4594495107134.72	14344626232128.96
06/13/2011	9747653568358.75	4596936907833.59	14344590476192.34
06/14/2011	9741977263044.44	4602601293687.51	14344578556731.95
06/15/2011	9747701949829.86	4596864686996.40	14344566636826.26
06/16/2011	9742786662565.22	4601784623584.65	14344571286149.87
06/17/2011	9739505895791.96	4605053616132.96	14344559511924.92
06/20/2011	9738107728289.57	4606416457778.62	14344524186068.19
06/21/2011	9732784354381.01	4611728055663.13	14344512410044.14
06/22/2011	9741622782226.81	4602877851349.46	14344500633576.27
06/23/2011	9738039057343.52	4606464350365.41	14344503407708.93
06/24/2011	9739123756153.88	4605368034978.83	14344491791132.71
06/27/2011	9736653232836.52	4607803705337.67	14344456938174.19
06/28/2011	9731228079037.89	4613217240768.50	14344445319806.39
06/29/2011	9738245826816.95	4606187874075.46	14344433700892.41
06/30/2011	9742223364846.58	4600864275161.82	14343087640008.40
07/01/2011	9761785482183.79	4581293783933.33	14343079266117.12
07/05/2011	9754032683356.88	4589000503321.67	14343033186678.55
07/06/2011	9748841925620.21	4594179923367.02	14343021848987.23
07/07/2011	9749919434766.85	4593102490576.26	14343021925343.11
07/08/2011	9749084964821.45	4593925745716.13	14343010710537.58
07/11/2011	9744962661098.09	4598014404794.64	14342977065892.73
07/12/2011	9741328212172.62	4601637637955.58	14342965850128.20
07/13/2011	9752020265772.31	4590934368144.10	14342954633916.41
07/14/2011	9750503934099.81	4592449951542.17	14342953885641.98
07/15/2011	9753604438381.32	4589338435311.53	14342942873692.85
07/18/2011	9753843228975.15	4589066340353.59	14342909569328.74
07/19/2011	9753904328297.12	4588994138771.95	14342898467069.07
07/20/2011	9753657737209.51	4589229627152.31	14342887364361.82
07/21/2011	9747385038148.48	4595499906847.80	14342884944996.28
07/22/2011	9748189073389.64	4594684906653.27	14342873980042.91
07/25/2011	9747197103331.70	4595643979717.97	14342841083049.67
07/26/2011	9747272360004.06	4595557756547.22	14342830116551.28
07/27/2011	9747742929867.95	4595076219736.81	14342819149604.76
07/28/2011	9753190109078.68	4589675776227.78	14342865885306.46
07/29/2011	9755795681448.82	4586573604746.79	14342369286195.61
08/01/2011	9783069049952.69	4559289391016.41	14342358440969.10
08/02/2011	9907752744860.54	4672951998220.43	14580704743080.97
08/03/2011	9907654619535.26	4666953320526.99	14574607940062.25
08/04/2011	9894847066139.37	4670123101570.01	14564970167709.38
08/05/2011	9914994383088.84	4669506456237.02	14584500839325.86
08/08/2011	9915515946703.07	4672211658740.37	14587727605443.44
08/09/2011	9915945812737.81	4676045686788.21	14591991499526.02
08/10/2011	9916296448358.23	4665660932951.55	14581957381309.78
08/11/2011	9921146601533.97	4666764704461.98	14587911305995.95
08/12/2011	9921178729715.63	4666014140707.02	14587192870422.65
08/15/2011	9946617880447.03	4668949467756.68	14615567348203.71
08/16/2011	9946506731022.45	4645735484619.45	14592242215641.90
08/17/2011	9946351371658.73	4666841790105.64	14613193161764.37
08/18/2011	9952610019891.79	4667586563532.41	14620196583424.20
08/19/2011	9972502845412.93	4666736722461.45	14639239567874.38
08/22/2011	9972289792411.94	4640145705926.68	14612435498338.62
08/23/2011	9973104150361.44	4676185519986.41	14649289670347.85
08/24/2011	9973599668211.01	4665507584890.10	14639107253101.11
08/25/2011	9989043750341.79	4664504136014.32	14653547886356.11
08/26/2011	9990047413541.98	4663780779375.37	14653828192917.35
08/29/2011	9989974192571.08	4634818497222.78	14624792689793.86
08/30/2011	9990126772846.86	4632518164730.04	14622644937576.90
08/31/2011	10024253354407.07	4660039640336.86	14684292994743.93
09/01/2011	10058384678037.32	4639030111526.08	14697414789563.40
09/02/2011	10058566898840.47	4636295467320.50	14694862366160.97
09/06/2011	10058276781058.26	4640348769249.11	14698625550307.37
09/07/2011	10073860042745.87	4643896972299.96	14717757015045.83
09/08/2011	10067649034359.51	4617901351553.68	14685550385913.19
09/09/2011	10067728635010.67	4644008563467.24	14711737198477.91
09/12/2011	10067694973854.24	4620564400427.00	14688259374281.24
09/13/2011	10067653336814.75	4650214721531.49	14717868058346.24
09/14/2011	10067922521846.91	4615987949859.08	14683910471705.99
09/15/2011	10079888378192.48	4617075191590.25	14696963569782.73
09/16/2011	10080080631490.93	4618940999722.12	14699021631213.05
09/19/2011	10080320100313.98	4649168847437.91	14729488947751.89
09/20/2011	10080809758642.61	4631060367975.86	14711870126618.47
09/21/2011	10080805928039.98	4624382158952.04	14705188086992.02
09/22/2011	10074726277456.52	4652064130497.22	14726790407953.74
09/23/2011	10074503215028.69	4625536857585.03	14700040072613.72
09/26/2011	10074320979566.43	4629685092895.42	14704006072461.85
09/27/2011	10074870647552.41	4632536173039.46	14707406820591.87
09/28/2011	10075624342810.54	4626258826982.71	14701883169793.25
09/29/2011	10074983373804.28	4620118734433.74	14695102108238.02
09/30/2011	10127031384654.10	4663308943903.05	14790340328557.15
10/03/2011	10124029835382.19	4713069435814.52	14837099271196.71
10/04/2011	10124774418608.86	4732085079796.87	14856859498405.73
10/05/2011	10126264037263.68	4731786654805.83	14858050692069.51
10/06/2011	10126447025572.80	4710329340283.71	14836776365856.51
10/07/2011	10126551131197.29	4733772908417.74	14860324039615.03
10/11/2011	10127786307131.48	4735526100719.87	14863312407851.35
10/12/2011	10138026553418.93	4730191743007.12	14868218296426.05
10/13/2011	10141999977124.13	4731884360644.83	14873884337768.96
10/14/2011	10142237591394.70	4731808076896.65	14874045668291.35
10/17/2011	10198403129042.50	4738189198048.87	14936592327091.37
10/18/2011	10198932063606.39	4743818625354.62	14942750688961.01
10/19/2011	10195956444545.88	4735339742387.34	14931296186933.22
10/20/2011	10201887849313.96	4738478061404.20	14940365910718.16
10/21/2011	10201754496207.72	4737478051777.36	14939232547985.08
10/24/2011	10202215760459.39	4738455946006.36	14940671706465.75
10/25/2011	10202338144617.98	4741275154156.73	14943613298774.71
10/26/2011	10203338428742.45	4733670316072.01	14937008744814.46
10/27/2011	10205557724099.29	4734017924489.21	14939575648588.50
10/28/2011	10205922905154.57	4731935815905.51	14937858721060.08
10/31/2011	10256015431383.46	4737693612757.32	14993709044140.78
11/01/2011	10253008613589.39	4718822407588.93	14971831021178.32
11/02/2011	10253508372381.84	4724454301982.03	14977962674363.87
11/03/2011	10260659189975.94	4712569418429.10	14973228608405.04
11/04/2011	10260247910781.55	4712417370039.35	14972665280820.90
11/07/2011	10260689267841.96	4715819343531.92	14976508611373.88
11/08/2011	10261087417873.75	4721356135505.69	14982443553379.44
11/09/2011	10262257416334.62	4711045986236.35	14973303402570.97
11/10/2011	10267801873620.81	4711808476121.88	14979610349742.69
11/14/2011	10265476725043.13	4712408155791.26	14977884880834.39
11/15/2011	10314468105168.02	4719139150752.30	15033607255920.32
11/16/2011	10314851681498.63	4712142166380.47	15026993847879.10
11/17/2011	10325335447717.63	4714014876871.62	15039350324589.25
11/18/2011	10324967673736.31	4715240434459.02	15040208108195.33
11/21/2011	10325469036788.16	4716819366230.27	15042288403018.43
11/22/2011	10326530350389.45	4721461154539.92	15047991504929.37
11/23/2011	10327032829692.98	4708848186276.23	15035881015969.21
11/25/2011	10334937010056.13	4713938923709.79	15048875933765.92
11/28/2011	10334597846100.25	4717075749097.65	15051673595197.90
11/29/2011	10335777593095.81	4718386028275.48	15054163621371.29
11/30/2011	10389957793202.05	4720540767674.72	15110498560876.77
12/01/2011	10388035936824.71	4700405850582.91	15088441787407.62
12/02/2011	10387865370953.75	4685515330635.82	15073380701589.57
12/05/2011	10388034907379.04	4680098996590.09	15068133903969.13
12/06/2011	10388145024427.09	4683479770543.57	15071624794970.66
12/07/2011	10388925542612.91	4657472182792.25	15046397725405.16
12/08/2011	10392391725777.77	4658769264160.46	15051160989938.23
12/09/2011	10392439099182.37	4660005324540.44	15052444423722.81
12/12/2011	10392040126793.82	4661978150775.19	15054018277569.01
12/13/2011	10393083805735.33	4667190276563.55	15060274082298.88
12/14/2011	10393197416021.87	4658088781127.92	15051286197149.79
12/15/2011	10438188563266.29	4659909923522.53	15098098486788.82
12/16/2011	10438212605541.41	4661284854816.17	15099497460357.58
12/19/2011	10438496162212.83	4665558505478.65	15104054667691.48
12/20/2011	10438749210895.60	4693230053393.20	15131979264288.80
12/21/2011	10438970821141.75	4684870218248.61	15123841039390.36
12/22/2011	10438018324483.49	4685710103496.67	15123728427980.16
12/23/2011	10438083548502.91	4690489711487.65	15128573259990.56
12/27/2011	10437577254548.46	4693006077946.44	15130583332494.90
12/28/2011	10438072316399.90	4687133457664.18	15125205774064.08
12/29/2011	10435856848934.87	4690042127462.32	15125898976397.19
12/30/2011	10447662851807.15	4775277193643.94	15222940045451.09
01/03/2012	10481500229395.09	4744717259257.24	15226217488652.33
01/04/2012	10481673696216.94	4754868551273.95	15236542247490.89
01/05/2012	10480172546585.01	4756369353388.09	15236541899973.10
01/06/2012	10479995098494.85	4756537862102.85	15236532960597.70
01/09/2012	10479710007297.10	4756796132689.76	15236506139986.86
01/10/2012	10479782125048.10	4756715073851.62	15236497198899.72
01/11/2012	10479760763533.87	4756546312097.71	15236307075631.58
01/12/2012	10479482014785.77	4756850219062.58	15236332233848.35
01/13/2012	10479256097326.87	4757067299073.57	15236323396400.44
01/17/2012	10489003852225.76	4747284209332.89	15236288061558.65
01/18/2012	10486879731480.65	4749399490377.71	15236279221858.36
01/19/2012	10484316260480.30	4751964475207.46	15236280735687.76
01/20/2012	10482317023993.23	4753954855799.55	15236271879792.78
01/23/2012	10480362319987.54	4755882989882.15	15236245309869.69
01/24/2012	10474499550118.73	4761736902261.76	15236236452380.49
01/25/2012	10483288572827.13	4752939021592.20	15236227594419.33
01/26/2012	10479009838168.37	4757221950271.85	15236231788440.22
01/27/2012	10478934933314.29	4757287974166.40	15236222907480.69
01/30/2012	10515737118509.60	4779315460208.41	15295052578718.01
01/31/2012	10572374387699.06	4783766105917.00	15356140493616.06
02/01/2012	10567695900899.93	4763082218950.67	15330778119850.60
02/02/2012	10577905838990.46	4773500455650.03	15351406294640.49
02/03/2012	10577697734689.60	4757410548648.97	15335108283338.57
02/06/2012	10577280116477.23	4760601541440.91	15337881657918.14
02/07/2012	10577647703529.61	4765857163256.05	15343504866785.66
02/08/2012	10577836905016.25	4757829310364.84	15335666215381.09
02/09/2012	10596905857448.28	4758933063573.88	15355838921022.16
02/10/2012	10596675638209.03	4757433068699.51	15354108706908.54
02/13/2012	10596768009341.49	4758430326052.17	15355198335393.66
02/14/2012	10596773910422.08	4762610253497.43	15359384163919.51
02/15/2012	10636670644323.12	4755064982687.06	15391735627010.18
02/16/2012	10655376243337.89	4757654741504.25	15413030984842.14
02/17/2012	10655355371776.74	4761238608236.30	15416593980013.04
02/21/2012	10656186702155.54	4763613520169.61	15419800222325.15
02/22/2012	10656161387513.97	4760162256532.79	15416323644046.76
02/23/2012	10675481199498.82	4760213356534.47	15435694556033.29
02/24/2012	10675327157594.47	4762660691866.44	15437987849460.91
02/27/2012	10674959196269.01	4763558866421.36	15438518062690.37
02/28/2012	10675494440597.72	4766626543066.16	15442120983663.88
02/29/2012	10722996298868.22	4765894997379.80	15488891296248.02
03/01/2012	10755610818537.19	4745403897606.53	15501014716143.72
03/02/2012	10756483483823.94	4733390167773.52	15489873651597.46
03/05/2012	10755894456550.23	4736088795646.23	15491983252196.46
03/06/2012	10756417042057.90	4742606587624.54	15499023629682.44
03/07/2012	10757197476823.17	4741109215804.82	15498306692627.99
03/08/2012	10773363801666.78	4744430840644.47	15517794642311.25
03/09/2012	10773406301523.09	4743645422625.81	15517051724148.90
03/12/2012	10773694877424.23	4745445998506.59	15519140875930.82
03/13/2012	10773922169212.38	4750255680277.26	15524177849489.64
03/14/2012	10774728192008.90	4741721753574.83	15516449945583.73
03/15/2012	10820114556380.32	4744695335387.67	15564809891767.99
03/16/2012	10820230118370.38	4746340711375.56	15566570829745.94
03/19/2012	10820995644405.11	4753242723699.78	15574238368104.89
03/20/2012	10821663264464.04	4761720581685.30	15583383846149.34
03/21/2012	10822368538138.99	4752060026059.35	15574428564198.34
03/22/2012	10831253572880.59	4753652321246.69	15584905894127.28
03/23/2012	10831324748289.16	4754251292044.54	15585576040333.70
03/26/2012	10831320189378.90	4754754380661.89	15586074570040.79
03/27/2012	10831917653124.47	4757489762037.23	15589407415161.70
03/28/2012	10832837712665.43	4747374090874.03	15580211803539.46
03/29/2012	10833979740152.00	4745873206305.64	15579852946457.64
03/30/2012	10846824546943.15	4735254134245.54	15582078681188.69
04/02/2012	10883217233063.87	4737108765340.09	15620325998403.96
04/03/2012	10885892840514.66	4730953734424.54	15616846574939.20
04/04/2012	10886893993272.96	4730828550805.99	15617722544078.95
04/05/2012	10884566084027.55	4735174086380.79	15619740170408.34
04/06/2012	10884645947631.29	4733994331951.64	15618640279582.93
04/09/2012	10884773109942.45	4736672624190.38	15621445734132.83
04/10/2012	10885339078286.01	4741493518408.95	15626832596694.96
04/11/2012	10886106101181.97	4731981942323.66	15618088043505.63
04/12/2012	10880527647709.21	4734467120134.11	15614994767843.32
04/13/2012	10880890738953.68	4734835298368.98	15615726037322.66
04/16/2012	10903326597003.36	4751311928394.28	15654638525397.64
04/17/2012	10903987805036.21	4757586427562.61	15661574232598.82
04/18/2012	10905376996162.03	4755359667725.93	15660736663887.96
04/19/2012	10857988065192.96	4757602909829.41	15615590975022.37
04/20/2012	10858146916544.62	4759211613825.31	15617358530369.93
04/23/2012	10858204873838.22	4761969175722.01	15620174049560.23
04/24/2012	10859176801419.86	4769089697288.18	15628266498708.04
04/25/2012	10860722926433.74	4762562602020.67	15623285528454.41
04/26/2012	10859267672675.69	4765079937801.18	15624347610476.87
04/27/2012	10859635596261.41	4764061611155.98	15623697207417.39
04/30/2012	10916070898102.68	4776297169202.55	15692368067305.23
05/01/2012	10910025382723.66	4763204355656.32	15673229738379.98
05/02/2012	10910384630060.60	4770111266079.90	15680495896140.50
05/03/2012	10913530062318.18	4757672418324.80	15671202480642.98
05/04/2012	10913690789940.87	4758225566670.49	15671916356611.36
05/07/2012	10913955899019.99	4761835464384.18	15675791363404.17
05/08/2012	10915510337547.06	4770216648169.41	15685726985716.47
05/09/2012	10916058482863.82	4757989250627.14	15674047733490.96
05/10/2012	10915030363661.65	4759658813596.90	15674689177258.55
05/11/2012	10915075816618.97	4759106950855.39	15674182767474.36
05/14/2012	10915800604714.12	4761195669146.70	15676996273860.82
05/15/2012	10949749784031.74	4766365828773.32	15716115612805.06
05/16/2012	10950509043850.59	4758244627917.05	15708753671767.64
05/17/2012	10948486191634.15	4764336944091.69	15712823135725.84
05/18/2012	10948855483645.59	4763351173565.46	15712206657211.05
05/21/2012	10949502921153.04	4765958241336.18	15715461162489.22
05/22/2012	10950290226363.39	4770928381083.70	15721218607447.09
05/23/2012	10951299857320.39	4762997758335.26	15714297615655.65
05/24/2012	10950490306884.60	4761956061359.05	15712446368243.65
05/25/2012	10951528241764.27	4760072704441.70	15711600946205.97
05/29/2012	10952470917520.59	4761184685432.64	15713655602953.23
05/30/2012	10954585521570.61	4762039778880.08	15716625300450.69
05/31/2012	11006251094374.26	4764433990989.88	15770685085364.14
06/01/2012	10999593160297.45	4725314204697.59	15724907364995.04
06/04/2012	10999932869500.08	4728179533359.84	15728112402859.92
06/05/2012	11000515237603.81	4732894045596.37	15733409283200.18
06/06/2012	11001065979467.23	4733530598991.36	15734596578458.59
06/07/2012	10999256703473.73	4734112728667.11	15733369432140.84
06/08/2012	10999228502957.56	4736135170288.27	15735363673245.83
06/11/2012	10999435913618.62	4738474273896.26	15737910187514.88
06/12/2012	11000145858591.52	4744214841473.33	15744360700064.85
06/13/2012	11000730870069.91	4734451553701.81	15735182423771.72
06/14/2012	10999463838302.97	4737507256169.20	15736971094472.17
06/15/2012	11031842483539.49	4740334867907.65	15772177351447.14
06/18/2012	11032176950396.67	4743962290613.72	15776139241010.39
06/19/2012	11032615107666.43	4752061511444.19	15784676619110.62
06/20/2012	11033476255793.33	4744478331388.64	15777954587181.97
06/21/2012	11032512442636.94	4747130919847.73	15779643362484.67
06/22/2012	11033193124032.96	4745245475535.32	15778438599568.28
06/25/2012	11033363467103.20	4749206676994.76	15782570144097.96
06/26/2012	11034027517141.29	4755076516462.50	15789104033603.79
06/27/2012	11034318733444.32	4744631810028.35	15778950543472.67
06/28/2012	11036289442346.17	4744710478174.00	15780999920520.17
06/29/2012	11044184844611.66	4812182369712.78	15856367214324.44
07/02/2012	11076020074625.50	4812721784195.16	15888741858820.66
07/03/2012	11076313978755.12	4804672485570.17	15880986464325.29
07/05/2012	11072381954476.84	4804270358074.45	15876652312551.29
07/06/2012	11072437860842.33	4807090748132.78	15879528608975.11
07/09/2012	11071876450979.42	4807389862093.78	15879266313073.20
07/10/2012	11072592982308.65	4813261773042.82	15885854755351.47
07/11/2012	11073524054554.97	4802933590577.69	15876457645132.66
07/12/2012	11066746703446.63	4804765478265.57	15871512181712.20
07/13/2012	11066640739934.59	4804525972336.26	15871166712270.85
07/16/2012	11066237719888.34	4809496953627.71	15875734673516.05
07/17/2012	11066615562739.42	4817540366892.63	15884155929632.05
07/18/2012	11066988899700.68	4807057816176.88	15874046715877.56
07/19/2012	11065796026724.75	4808569430535.65	15874365457260.40
07/20/2012	11065736754477.21	4809139655049.20	15874876409526.41
07/23/2012	11065934893561.99	4811299185424.01	15877234078986.00
07/24/2012	11065979692064.08	4816511430001.61	15882491122065.69
07/25/2012	11067062751057.77	4807796571710.63	15874859322768.40
07/26/2012	11065908268504.33	4813647975548.64	15879556244052.97
07/27/2012	11065716086357.70	4812658409040.72	15878374495398.42
07/30/2012	11063292493497.68	4810474885352.48	15873767378850.16
07/31/2012	11122281549948.22	4810953087545.33	15933234637493.55
08/01/2012	11115442428314.14	4791696231966.83	15907138660280.97
08/02/2012	11121967405758.76	4798623633333.10	15920591039091.86
08/03/2012	11121816561855.34	4782812086240.78	15904628648096.12
08/06/2012	11121617834221.06	4787081691707.40	15908699525928.46
08/07/2012	11120600690794.37	4791461552430.39	15912062243224.76
08/08/2012	11122338169886.65	4781603222549.65	15903941392436.30
08/09/2012	11132675901932.02	4783138555987.44	15915814457919.46
08/10/2012	11132489250370.28	4782484148992.25	15914973399362.53
08/13/2012	11131954707899.86	4783592682240.06	15915547390139.92
08/14/2012	11132186945483.10	4787301064959.67	15919488010442.77
08/15/2012	11165408618916.94	4779461066977.98	15944869685894.92
08/16/2012	11175825918961.79	4782133736225.44	15957959655187.23
08/17/2012	11175374895979.98	4786679954417.99	15962054850397.97
08/20/2012	11176502309547.02	4788264992659.62	15964767302206.64
08/21/2012	11176851754468.88	4793283183136.12	15970134937605.00
08/22/2012	11177326036578.95	4783142485532.25	15960468522111.20
08/23/2012	11197966497649.15	4778552531494.99	15976519029144.14
08/24/2012	11198007315885.95	4776802391643.18	15974809707529.13
08/27/2012	11197621562031.93	4777600638525.35	15975222200557.28
08/28/2012	11198791218734.06	4780127371177.68	15978918589911.74
08/29/2012	11199295723839.46	4778889047319.83	15978184771159.29
08/30/2012	11213991682162.57	4776549410229.34	15990541092391.91
08/31/2012	11272625663662.57	4743144124553.23	16015769788215.80
09/04/2012	11269761164215.90	4738299136863.25	16008060301079.15
09/05/2012	11270527020333.43	4750157423801.15	16020684444134.58
09/06/2012	11295623345228.69	4749892066188.14	16045515411416.83
09/07/2012	11295522809686.65	4751157477149.74	16046680286836.39
09/10/2012	11295528899812.12	4752489410400.81	16048018310212.93
09/11/2012	11295621304307.62	4759332438911.51	16054953743219.13
09/12/2012	11296492509576.66	4749844767696.64	16046337277273.30
09/13/2012	11295909110775.46	4749769581955.17	16045678692730.63
09/14/2012	11295869555933.72	4749913661899.98	16045783217833.70
09/17/2012	11253166682472.78	4755771641408.20	16008938323880.98
09/18/2012	11253532918838.73	4767442276076.10	16020975194914.83
09/19/2012	11253971990768.93	4758999770525.61	16012971761294.54
09/20/2012	11253544111262.38	4760879912509.30	16014424023771.68
09/21/2012	11253321189602.66	4762780759767.40	16016101949370.06
09/24/2012	11253065682266.34	4764775380250.74	16017841062517.08
09/25/2012	11253309970641.34	4769432679783.02	16022742650424.36
09/26/2012	11253922532438.69	4761914765193.68	16015837297632.37
09/27/2012	11255558023360.29	4759573001202.25	16015131024562.54
09/28/2012	11269585800039.32	4796655607346.57	16066241407385.89
10/01/2012	11310911679511.83	4848575333788.52	16159487013300.35
10/02/2012	11311627814953.92	4859409528454.65	16171037343408.57
10/03/2012	11311359644683.39	4841958628331.68	16153318273015.07
10/04/2012	11314031454864.60	4847848402292.06	16161879857156.66
10/05/2012	11314089595433.67	4847777075908.41	16161866671342.08
10/09/2012	11314761053281.87	4853171242637.70	16167932295919.57
10/10/2012	11315585789064.00	4842167630147.18	16157753419211.18
10/11/2012	11317140908153.51	4841129958793.69	16158270866947.20
10/12/2012	11317167763621.39	4840375198761.73	16157542962383.12
10/15/2012	11343774321918.19	4847204946848.48	16190979268766.67
10/16/2012	11344378050606.93	4855196789064.38	16199574839671.31
10/17/2012	11344691191818.23	4848408997237.02	16193100189055.25
10/18/2012	11347330577919.58	4850843874295.66	16198174452215.24
10/19/2012	11347370869386.17	4848681518777.09	16196052388163.26
10/22/2012	11347954615678.31	4850723356096.12	16198677971774.43
10/23/2012	11348945054421.76	4854900391213.95	16203845445635.71
10/24/2012	11349517894900.98	4845273931773.91	16194791826674.89
10/25/2012	11353545059641.68	4843537494398.36	16197082554040.04
10/26/2012	11353950855146.35	4843864859164.35	16197815714310.70
10/29/2012	11354115044449.90	4844878509622.45	16198993554072.35
10/30/2012	11355484849726.02	4848576821378.81	16204061671104.83
10/31/2012	11411598060978.54	4849872449742.20	16261470510720.74
11/01/2012	11394220774305.94	4827464607532.34	16221685381838.28
11/02/2012	11394117713059.56	4812011315649.73	16206129028709.29
11/05/2012	11394522603668.89	4815436642865.26	16209959246534.15
11/06/2012	11394722312399.49	4819636511345.81	16214358823745.30
11/07/2012	11394949129703.35	4819032999503.96	16213982129207.31
11/08/2012	11421836402771.01	4823482417798.33	16245318820569.34
11/09/2012	11421887080543.66	4822821626923.59	16244708707467.25
11/13/2012	11422499324967.05	4825793716036.45	16248293041003.50
11/14/2012	11423370010678.38	4821014083153.54	16244384093831.92
11/15/2012	11451166778937.43	4827765599583.50	16278932378520.93
11/16/2012	11451587527712.47	4829742388887.16	16281329916599.63
11/19/2012	11451717055433.81	4834393373365.27	16286110428799.08
11/20/2012	11452926620014.80	4839762861335.04	16292689481349.84
11/21/2012	11453560734889.31	4829601160290.54	16283161895179.85
11/23/2012	11474590079642.49	4832898863921.74	16307488943564.23
11/26/2012	11474648831627.28	4835089224735.16	16309738056362.44
11/27/2012	11476501231339.55	4841180535101.89	16317681766441.44
11/28/2012	11476984527323.06	4829728611145.81	16306713138468.87
11/29/2012	11493262670990.22	4829820778614.76	16323083449604.98
11/30/2012	11553200614797.95	4816348184806.98	16369548799604.93
12/03/2012	11546976256305.11	4791116687411.50	16338092943716.61
12/04/2012	11548068122481.49	4798987528898.83	16347055651380.32
12/05/2012	11548172135905.81	4789756642038.34	16337928777944.15
12/06/2012	11574843047483.17	4791593844464.86	16366436891948.03
12/07/2012	11574936359708.19	4790434215669.24	16365370575377.43
12/10/2012	11574850495101.24	4795205750828.40	16370056245929.64
12/11/2012	11576940588724.21	4798933840531.31	16375874429255.52
12/12/2012	11577233876580.17	4789188531059.82	16366422407639.99
12/13/2012	11579054310010.98	4790929849462.83	16369984159473.81
12/14/2012	11569505389531.39	4790071570045.10	16359576959576.49
12/17/2012	11559847855373.92	4791345666913.01	16351193522286.93
12/18/2012	11560260443165.41	4799498299742.35	16359758742907.76
12/19/2012	11562408370891.60	4789635413188.05	16352043784079.65
12/20/2012	11542501977534.63	4791715037538.86	16334217015073.49
12/21/2012	11543180708527.22	4793036652299.25	16336217360826.47
12/24/2012	11542901758423.84	4794654803109.81	16337556561533.65
12/26/2012	11543065624834.50	4794794575800.56	16337860200635.06
12/27/2012	11546343682876.98	4791899708870.10	16338243391747.08
12/28/2012	11546673477919.73	4789788074686.62	16336461552606.35
12/31/2012	11581517550395.07	4851212500174.05	16432730050569.12
01/02/2013	11577114260043.07	4855591654212.41	16432705914255.48
01/03/2013	11578257530277.50	4852961613419.03	16431219143696.53
01/04/2013	11577454260707.67	4855253002741.89	16432707263449.56
01/07/2013	11576942656816.74	4855728430954.89	16432671087771.63
01/08/2013	11577258793985.11	4855400234082.39	16432659028067.50
01/09/2013	11577058451453.14	4855588516966.52	16432646968419.66
01/10/2013	11577361703183.51	4855330426327.33	16432692129510.84
01/11/2013	11577420895333.87	4855259202279.98	16432680097613.85
01/14/2013	11576283283071.84	4856360713608.80	16432643996680.64
01/15/2013	11571499323932.43	4861132778356.26	16432632102288.69
01/16/2013	11580163620602.10	4852456446889.35	16432620067491.45
01/17/2013	11573578115566.81	4859053374287.89	16432631489854.70
01/18/2013	11573119153243.76	4859500271459.30	16432619424703.06
